"NAsySeekAccepted","HomeBorn","IdeoScale","Empathy","Age","Female","EISCED","IncomeDecile","Country"
0,1,7,0,21,1,1,2,"Spain"
10,1,10,4,29,0,5,4,"Spain"
6,1,2,3,33,1,4,8,"Spain"
6,1,3,5,27,0,7,10,"Spain"
9,1,6,4,30,0,7,1,"Germany"
0,1,8,5,26,0,7,8,"Spain"
10,1,1,6,38,0,7,8,"Spain"
4,1,7,0,29,1,1,8,"Spain"
8,1,0,-1,31,0,2,2,"Spain"
4,1,5,5,24,0,3,3,"Spain"
4,1,2,3,22,1,3,8,"United Kingdom"
1,1,5,3,31,1,2,2,"Spain"
5,1,3,8,30,0,5,4,"Spain"
8,1,5,-1,18,0,2,3,"Spain"
6,1,6,1,28,0,7,5,"Spain"
3,0,8,0,33,1,7,1,"Spain"
7,1,5,3,39,0,3,7,"Spain"
1,1,6,2,26,0,7,9,"Spain"
0,1,6,-1,27,1,5,6,"Spain"
0,1,2,8,38,0,7,7,"Spain"
5,1,5,-3,26,1,4,1,"Spain"
10,1,4,-2,28,0,5,8,"Spain"
1,1,3,-2,37,1,7,4,"Spain"
10,1,5,1,26,0,6,5,"Spain"
7,1,2,1,24,1,7,6,"Spain"
8,1,7,5,22,0,7,8,"Spain"
10,1,2,-2,33,0,6,2,"Spain"
9,1,6,6,30,1,7,3,"Spain"
4,1,6,-1,34,0,1,6,"Spain"
8,1,7,2,21,1,6,1,"Spain"
4,1,3,3,28,1,7,10,"Spain"
10,1,5,9,30,0,2,5,"Spain"
10,1,5,4,39,0,2,4,"Spain"
10,1,5,8,28,1,7,3,"Spain"
7,1,2,4,24,0,4,2,"Spain"
9,1,3,1,30,1,7,3,"Spain"
10,1,3,4,25,0,7,6,"Spain"
2,1,5,-1,36,0,5,1,"Spain"
5,1,7,2,43,1,2,9,"United Kingdom"
0,1,5,5,46,1,4,1,"United Kingdom"
3,1,3,10,30,0,5,4,"Spain"
6,1,5,0,28,1,7,7,"Spain"
9,1,0,-3,24,0,3,1,"Spain"
8,1,2,3,34,0,6,10,"Spain"
10,0,2,2,21,0,2,1,"Spain"
6,1,7,5,37,0,7,6,"Spain"
10,1,2,2,25,1,7,5,"Spain"
10,1,0,0,25,0,2,1,"Spain"
4,1,5,0,29,0,6,9,"Spain"
2,1,5,11,28,0,7,1,"Spain"
6,1,3,11,26,1,6,1,"Spain"
3,1,6,3,39,1,6,2,"United Kingdom"
9,1,4,1,27,0,5,4,"Spain"
9,1,2,0,43,1,6,6,"Germany"
10,1,0,3,19,0,7,8,"Spain"
10,1,5,9,20,0,2,2,"Spain"
4,1,7,0,21,0,5,8,"Spain"
8,1,1,3,26,1,6,1,"Spain"
10,1,5,2,19,0,5,3,"Spain"
5,1,7,7,41,0,5,8,"Spain"
1,1,4,2,22,0,4,1,"Spain"
2,1,8,5,40,1,3,5,"Spain"
0,1,5,0,45,1,7,3,"United Kingdom"
10,1,0,9,21,1,4,9,"Spain"
9,1,1,5,22,1,6,2,"Spain"
6,1,7,4,28,1,1,4,"Spain"
2,1,5,0,32,1,3,3,"United Kingdom"
0,1,5,4,48,0,5,6,"Germany"
9,1,10,8,64,0,7,9,"Spain"
10,1,3,2,21,1,6,8,"Spain"
0,1,3,8,19,0,5,1,"Spain"
10,1,0,12,20,1,4,6,"Spain"
3,1,5,4,26,0,2,2,"Spain"
3,1,10,1,26,0,2,2,"Spain"
8,1,2,6,42,0,7,3,"Germany"
8,1,2,2,23,0,4,2,"Spain"
10,1,2,7,43,1,5,2,"Germany"
10,1,1,8,23,0,6,9,"Spain"
2,1,4,3,25,0,5,9,"Spain"
4,1,5,7,25,0,5,1,"Spain"
7,1,8,1,24,0,3,4,"Spain"
10,1,5,0,22,0,1,3,"Spain"
0,1,7,1,48,0,5,2,"Spain"
9,1,7,6,19,0,3,3,"Spain"
5,1,4,-6,47,1,5,6,"United Kingdom"
4,1,6,0,23,0,1,2,"Spain"
8,1,3,2,23,1,6,10,"Spain"
3,1,7,1,26,0,7,7,"Spain"
3,1,4,9,48,1,7,7,"Spain"
2,1,6,-5,28,1,4,1,"United Kingdom"
10,1,0,5,26,1,5,9,"Spain"
10,1,0,3,26,1,2,8,"Spain"
9,1,3,2,19,1,4,10,"Spain"
9,1,7,2,20,0,4,10,"Spain"
6,1,1,8,19,0,4,8,"Spain"
9,1,7,1,24,1,6,1,"Spain"
8,1,3,0,33,0,5,4,"Spain"
9,1,5,2,27,0,1,2,"Spain"
8,1,9,0,54,0,3,4,"Germany"
8,1,1,5,26,0,3,4,"Spain"
3,1,5,1,27,0,6,4,"Spain"
0,1,5,4,37,1,6,5,"United Kingdom"
6,0,2,10,35,1,7,8,"United Kingdom"
4,1,3,6,27,1,7,3,"Spain"
0,1,7,-2,29,1,2,6,"Spain"
8,1,3,1,28,0,6,1,"Spain"
5,1,3,8,21,1,6,7,"Spain"
10,1,3,3,22,1,4,7,"Spain"
0,1,8,2,46,0,7,8,"Spain"
10,1,5,4,27,0,5,9,"Spain"
2,1,8,4,24,1,2,2,"Spain"
0,1,5,0,19,0,2,2,"Spain"
7,1,5,1,26,0,6,4,"Spain"
6,1,5,3,23,1,2,8,"Spain"
10,1,5,6,21,1,6,10,"Spain"
0,1,5,3,45,1,3,4,"Spain"
6,1,0,9,25,1,6,9,"Spain"
2,1,0,-5,19,0,6,4,"Spain"
8,1,10,-1,27,0,2,1,"Spain"
8,1,3,6,19,0,4,6,"Spain"
10,1,5,8,24,1,5,3,"Spain"
10,1,1,3,22,0,4,1,"Spain"
10,1,7,-2,21,1,5,2,"Spain"
5,1,5,9,48,1,3,3,"Spain"
6,0,2,5,22,0,5,3,"Spain"
5,1,3,6,24,1,5,2,"Spain"
6,1,5,0,24,0,5,1,"Spain"
6,1,8,1,28,0,1,5,"Spain"
9,1,5,4,20,0,4,3,"Spain"
6,1,7,6,25,1,2,6,"Spain"
8,1,2,4,29,0,7,4,"Spain"
6,1,8,2,27,1,7,4,"Spain"
4,1,5,7,22,1,6,6,"Spain"
5,1,2,5,21,0,5,9,"Spain"
4,1,5,8,50,0,6,8,"Spain"
10,1,4,12,25,1,4,5,"Spain"
3,1,8,8,27,1,6,7,"Spain"
4,1,0,4,40,0,4,6,"Spain"
0,1,8,7,48,1,2,9,"United Kingdom"
8,1,4,7,27,1,7,9,"Spain"
7,1,7,0,27,1,6,7,"Spain"
5,1,10,4,25,0,6,4,"Spain"
0,1,0,10,25,1,7,2,"Spain"
10,1,2,8,21,1,4,9,"Spain"
10,1,0,1,19,1,4,9,"Spain"
8,1,4,3,20,1,5,1,"Germany"
6,1,3,-3,21,0,4,3,"Spain"
8,0,7,2,27,1,7,5,"United Kingdom"
6,0,5,-1,28,0,3,3,"Spain"
5,1,7,-1,26,1,7,8,"Spain"
10,1,1,7,30,1,6,9,"Germany"
6,1,5,1,26,0,6,6,"Spain"
5,1,7,6,22,0,1,6,"Spain"
3,1,4,-1,18,0,7,4,"Spain"
0,0,6,8,59,1,7,4,"Spain"
4,1,4,8,29,0,5,4,"Spain"
6,1,1,12,24,1,5,7,"Spain"
9,1,6,7,29,0,3,4,"Spain"
5,1,5,0,26,0,7,6,"Spain"
4,1,7,1,28,0,1,4,"Spain"
5,1,2,8,29,1,6,6,"Spain"
3,1,5,3,33,1,7,7,"United Kingdom"
9,1,3,3,23,0,4,2,"Spain"
0,1,5,2,48,1,5,1,"United Kingdom"
9,1,5,-1,27,1,5,4,"Germany"
10,1,3,4,27,0,2,4,"Spain"
9,1,0,-5,26,0,3,4,"Spain"
10,1,1,8,27,1,7,4,"Spain"
10,1,6,5,28,0,7,9,"Spain"
4,1,0,4,27,0,5,2,"Spain"
5,1,3,5,21,0,5,1,"Germany"
4,1,1,-2,23,0,3,2,"Spain"
5,1,0,-2,44,1,7,5,"Spain"
0,1,2,2,24,1,4,7,"Spain"
8,1,3,3,24,0,4,4,"Spain"
7,1,3,-3,19,1,4,5,"Spain"
3,1,7,-2,25,0,5,5,"Spain"
5,1,2,-4,22,1,5,1,"Germany"
5,1,4,5,47,0,4,7,"Spain"
6,1,7,1,29,0,5,4,"Spain"
5,0,7,-1,37,1,5,3,"United Kingdom"
10,1,7,8,26,1,2,8,"Spain"
5,0,7,4,23,1,5,6,"Spain"
5,1,3,-5,56,1,3,3,"Germany"
10,1,3,5,23,0,4,5,"Spain"
10,1,5,-4,42,0,2,4,"Spain"
7,1,5,-2,49,1,2,2,"United Kingdom"
0,1,5,3,46,1,6,4,"United Kingdom"
0,1,8,-1,29,0,6,8,"Germany"
5,1,4,8,20,1,5,6,"United Kingdom"
5,1,7,5,26,1,7,8,"Spain"
10,1,6,2,28,0,5,3,"Spain"
6,1,0,2,26,0,3,7,"Spain"
0,1,6,1,21,0,4,8,"Spain"
10,1,4,9,50,0,6,8,"Spain"
6,1,8,0,26,0,5,4,"Spain"
10,1,3,7,20,1,4,4,"Spain"
10,1,3,10,23,1,3,4,"Spain"
10,1,3,9,21,1,4,4,"Spain"
7,1,0,9,26,1,5,2,"Spain"
0,0,5,4,37,0,3,2,"Germany"
10,1,5,5,50,1,2,4,"Spain"
9,1,2,1,23,0,5,7,"Spain"
8,1,5,3,23,1,4,4,"Spain"
10,1,5,5,27,1,7,4,"Spain"
9,1,3,-3,36,1,6,8,"United Kingdom"
5,1,5,-6,35,1,6,2,"Germany"
3,1,5,8,29,1,7,2,"Spain"
10,1,0,0,22,1,2,1,"Spain"
5,1,5,6,40,1,6,6,"United Kingdom"
9,1,6,4,31,1,7,9,"United Kingdom"
0,1,5,-3,41,1,1,4,"United Kingdom"
2,1,6,3,27,1,3,6,"Germany"
0,1,5,5,46,0,3,6,"Spain"
0,1,5,-1,48,1,3,1,"United Kingdom"
1,1,6,1,47,1,4,7,"United Kingdom"
0,1,5,4,42,0,5,4,"Spain"
7,1,5,-2,35,1,2,3,"United Kingdom"
9,1,0,6,29,1,7,2,"Spain"
7,1,6,1,34,1,3,5,"Germany"
6,1,2,10,32,1,6,6,"Germany"
4,1,4,6,31,1,6,7,"United Kingdom"
0,1,5,2,48,1,7,2,"United Kingdom"
8,1,2,7,58,0,3,7,"Germany"
8,1,0,1,28,1,3,4,"United Kingdom"
2,1,5,-3,36,1,2,6,"United Kingdom"
5,1,7,-1,25,0,3,6,"Spain"
1,1,5,0,41,1,4,2,"United Kingdom"
8,1,2,3,46,1,5,8,"Spain"
5,0,5,5,44,1,7,9,"United Kingdom"
4,1,6,0,42,0,4,3,"Spain"
10,0,5,8,27,1,6,7,"Spain"
0,1,6,1,42,0,2,3,"Spain"
0,1,8,4,37,0,3,8,"Germany"
0,1,5,-5,45,0,3,9,"Germany"
5,1,2,-4,21,0,3,8,"Spain"
2,1,3,6,58,0,3,2,"Germany"
5,1,4,1,47,0,6,10,"Germany"
6,1,5,8,49,1,2,5,"Spain"
3,1,4,-1,22,1,5,1,"Germany"
3,1,4,5,35,1,5,3,"Germany"
5,1,5,4,68,1,3,2,"Spain"
9,1,4,2,25,1,5,2,"Germany"
8,1,2,9,45,0,2,4,"Spain"
8,1,8,2,31,0,7,3,"Germany"
8,1,2,4,36,0,3,1,"Germany"
9,1,3,10,46,1,6,8,"Germany"
0,1,5,-2,40,0,7,10,"Germany"
5,1,3,3,66,0,1,4,"Spain"
3,1,5,-1,54,0,2,6,"Spain"
10,1,2,9,59,1,6,7,"Spain"
4,1,4,7,58,1,2,2,"Spain"
5,1,4,9,56,0,7,10,"Germany"
6,1,8,-1,49,1,4,2,"Spain"
6,1,3,6,61,1,7,6,"Spain"
0,1,5,-1,52,0,7,5,"Germany"
8,1,4,6,58,1,5,4,"Germany"
4,1,2,0,60,1,1,5,"Spain"
0,1,5,8,55,1,4,3,"Spain"
7,1,5,6,53,1,5,1,"Germany"
3,1,0,7,48,1,4,9,"Spain"
10,1,1,6,48,1,7,1,"Spain"
7,1,3,8,40,0,3,2,"Germany"
8,1,4,3,56,0,5,8,"Germany"
5,1,6,4,34,0,3,7,"Germany"
5,1,6,4,43,0,7,3,"Germany"
4,1,5,3,41,1,6,10,"Spain"
6,1,6,3,21,1,5,1,"Germany"
1,1,6,8,54,0,7,7,"Germany"
0,1,10,-1,46,0,3,5,"Germany"
5,1,7,4,48,0,5,5,"Germany"
0,1,5,2,45,1,1,2,"Spain"
10,1,2,11,59,1,6,4,"Spain"
3,0,5,-2,29,1,6,1,"Germany"
3,1,3,-4,37,1,3,7,"Germany"
9,1,3,8,22,1,5,5,"Germany"
3,1,2,3,54,1,5,5,"Spain"
5,1,7,2,65,1,3,5,"Spain"
5,1,5,8,60,1,6,7,"Spain"
2,1,5,7,44,1,5,4,"Germany"
0,1,3,0,52,1,3,2,"Spain"
1,1,5,2,40,1,3,4,"Germany"
7,1,4,-7,34,1,3,9,"Germany"
10,1,0,8,25,1,6,3,"Germany"
8,1,5,7,30,1,3,2,"Germany"
4,1,5,0,40,1,6,3,"Spain"
10,1,2,5,26,1,5,6,"Germany"
10,1,3,7,44,1,3,7,"Germany"
4,1,8,6,51,1,4,3,"Spain"
2,1,5,6,48,1,3,8,"Germany"
5,1,5,3,47,1,7,10,"Germany"
10,1,2,7,50,1,6,6,"Spain"
6,1,7,2,35,1,2,3,"Germany"
6,1,2,5,50,1,2,6,"Spain"
7,1,5,1,28,1,7,6,"Germany"
0,1,5,0,46,1,3,7,"Germany"
0,0,6,2,40,1,5,7,"Germany"
6,1,6,2,46,1,6,10,"Germany"
0,1,6,2,39,1,7,9,"Germany"
4,1,6,-2,27,1,5,6,"Germany"
10,1,2,6,51,1,4,5,"Spain"
5,1,7,5,59,1,4,5,"Spain"
5,1,7,9,44,1,5,4,"Germany"
3,1,2,6,28,1,5,3,"Germany"
3,1,6,4,48,1,7,3,"Germany"
1,1,7,6,45,1,3,10,"Germany"
10,1,3,2,22,1,5,1,"Germany"
10,1,5,5,49,1,3,7,"Germany"
1,1,7,7,31,1,3,6,"Germany"
4,0,7,7,44,1,5,2,"Spain"
1,1,5,-10,46,1,3,9,"Germany"
5,1,6,6,45,1,3,4,"Germany"
4,1,5,7,39,1,5,3,"Germany"
5,1,4,10,49,1,6,8,"Germany"
0,0,5,0,48,1,3,1,"Germany"
1,1,5,1,44,1,3,4,"Germany"
4,1,6,5,33,1,6,7,"Germany"
9,1,5,8,20,1,5,6,"Germany"
5,1,5,0,21,1,5,6,"Germany"
7,1,2,10,44,1,7,7,"Germany"
5,1,6,-3,41,1,3,3,"Germany"
4,1,4,-1,41,1,7,8,"Germany"
0,1,7,4,40,1,3,6,"Germany"
4,1,5,0,48,1,3,8,"Germany"
10,1,5,5,25,1,5,3,"Germany"
6,1,5,3,36,1,5,10,"Germany"
6,1,3,-1,41,1,5,9,"Germany"
7,1,3,8,21,1,5,7,"Germany"
10,1,3,7,35,1,5,2,"Germany"
0,1,5,1,42,0,7,9,"Spain"
0,1,6,3,35,0,5,8,"United Kingdom"
7,1,6,4,30,1,5,3,"Germany"
1,1,9,2,32,1,6,9,"United Kingdom"
10,1,4,1,61,0,6,10,"Spain"
10,1,5,1,23,1,6,7,"Germany"
4,1,5,5,46,0,5,6,"United Kingdom"
0,1,3,5,44,1,2,5,"United Kingdom"
0,1,5,-1,33,0,5,8,"United Kingdom"
0,1,3,3,44,1,6,8,"United Kingdom"
5,1,3,2,39,0,5,7,"Germany"
5,1,3,5,45,1,2,2,"Germany"
0,1,5,3,42,1,4,1,"United Kingdom"
5,1,5,0,23,1,6,3,"United Kingdom"
3,1,8,3,40,1,6,6,"United Kingdom"
6,1,6,8,29,1,4,3,"United Kingdom"
4,1,5,4,39,1,4,2,"United Kingdom"
0,1,5,1,43,1,4,4,"United Kingdom"
0,1,3,8,44,1,5,2,"United Kingdom"
7,1,2,4,46,1,6,5,"United Kingdom"
0,1,8,-1,35,0,3,2,"Germany"
10,1,7,1,40,1,2,6,"Spain"
4,1,0,1,26,0,1,3,"United Kingdom"
10,1,4,7,33,1,7,5,"Germany"
8,1,5,-2,22,1,6,7,"United Kingdom"
6,1,5,5,47,0,3,8,"United Kingdom"
1,1,7,-11,48,0,2,4,"United Kingdom"
9,1,3,1,26,0,6,9,"United Kingdom"
4,1,5,10,39,1,6,2,"United Kingdom"
4,1,2,5,39,0,4,4,"United Kingdom"
2,1,3,2,35,1,2,8,"United Kingdom"
5,1,5,7,22,0,5,3,"Germany"
9,1,5,5,50,1,4,4,"Spain"
5,1,5,0,48,1,6,9,"United Kingdom"
1,1,5,0,23,0,6,4,"Germany"
5,1,3,5,36,1,7,4,"Germany"
3,1,5,0,37,0,3,6,"Germany"
4,1,6,3,25,0,6,2,"Germany"
9,1,3,6,21,0,5,1,"Germany"
9,1,6,0,45,0,4,6,"Spain"
0,1,5,0,30,0,7,4,"Germany"
5,1,0,7,49,0,3,1,"Germany"
0,1,7,0,47,1,3,7,"Germany"
3,1,4,3,32,0,5,5,"Germany"
10,1,1,11,49,1,3,4,"Germany"
5,1,5,3,32,1,3,5,"Germany"
9,1,5,5,46,0,3,3,"Germany"
10,1,2,1,53,0,4,3,"Spain"
8,1,1,10,49,1,3,7,"Germany"
8,1,3,2,35,0,2,3,"Germany"
5,1,5,-2,48,1,5,3,"Germany"
5,1,7,3,21,1,6,8,"Germany"
9,1,0,3,32,1,1,3,"United Kingdom"
4,1,2,6,32,0,3,5,"Germany"
4,1,8,-2,45,0,5,7,"Germany"
4,1,5,1,38,0,7,10,"Germany"
0,1,0,10,42,1,2,1,"Germany"
5,1,4,6,41,0,7,3,"Spain"
2,1,5,5,31,1,5,3,"Germany"
10,1,2,9,29,1,5,8,"Germany"
4,1,5,8,41,1,5,7,"Germany"
4,1,6,1,29,1,6,2,"Germany"
10,1,10,8,49,1,6,4,"Spain"
7,1,5,6,25,1,6,6,"Germany"
9,1,2,2,41,1,1,6,"Spain"
9,1,3,5,25,1,6,9,"Germany"
3,1,7,5,40,1,5,7,"Germany"
10,1,3,3,25,1,6,1,"Germany"
0,1,5,2,46,1,4,7,"Spain"
1,1,5,5,49,1,5,1,"Germany"
10,1,0,9,40,1,6,6,"Spain"
7,1,3,-3,38,0,5,6,"United Kingdom"
6,1,4,3,49,0,5,3,"Germany"
10,1,0,5,41,1,7,8,"Spain"
9,1,2,0,33,0,6,10,"Germany"
10,0,0,10,41,1,7,1,"Spain"
5,0,3,5,47,1,3,9,"Germany"
7,1,5,0,33,0,3,1,"Germany"
7,1,5,6,41,0,6,8,"Spain"
6,1,5,5,44,1,1,4,"United Kingdom"
1,1,6,-3,35,1,5,4,"Germany"
6,1,3,9,39,1,5,9,"Germany"
5,1,5,3,46,1,7,10,"Spain"
0,1,6,1,47,0,3,2,"Germany"
9,1,2,4,42,0,6,5,"Germany"
5,1,6,5,49,1,7,5,"Germany"
10,1,2,4,37,0,6,9,"Germany"
6,1,7,5,49,0,6,6,"United Kingdom"
0,1,5,2,37,1,4,2,"United Kingdom"
4,1,4,7,49,0,7,8,"Germany"
10,1,4,4,37,0,5,6,"Germany"
3,1,5,5,34,1,2,1,"Germany"
10,1,3,8,51,0,6,4,"Spain"
10,0,2,2,38,1,2,6,"Germany"
5,1,3,4,44,1,5,5,"Germany"
1,1,7,3,36,0,4,6,"United Kingdom"
10,1,0,0,43,0,3,4,"Spain"
7,1,5,1,32,1,3,2,"Germany"
9,1,3,6,24,0,3,3,"Germany"
2,1,1,8,48,0,2,1,"Spain"
6,1,5,3,21,1,5,1,"United Kingdom"
4,1,6,2,29,0,6,10,"United Kingdom"
5,1,7,-1,36,0,5,4,"Germany"
7,1,5,4,30,1,6,3,"Germany"
0,1,5,-3,30,1,2,9,"United Kingdom"
6,1,5,1,34,1,5,8,"Germany"
0,1,5,6,29,1,2,5,"United Kingdom"
10,1,4,4,48,0,3,6,"Germany"
9,1,5,7,47,1,7,9,"Germany"
6,1,2,-1,22,0,5,1,"Germany"
9,1,0,-1,22,1,5,1,"Germany"
2,1,5,11,27,1,5,3,"United Kingdom"
7,1,5,6,31,0,5,5,"Germany"
5,1,5,2,30,0,4,3,"United Kingdom"
0,1,5,5,39,1,6,3,"United Kingdom"
10,1,0,3,49,0,2,1,"Germany"
2,1,6,3,46,0,5,3,"United Kingdom"
7,1,7,1,30,0,1,1,"United Kingdom"
4,1,5,-1,63,0,4,2,"Spain"
5,1,5,6,26,1,3,5,"United Kingdom"
10,1,0,-1,59,0,1,1,"Spain"
5,1,5,2,45,1,2,3,"Spain"
6,1,1,8,28,1,6,1,"Germany"
5,1,8,8,30,0,6,10,"United Kingdom"
3,1,5,8,45,1,2,3,"United Kingdom"
5,1,5,11,23,1,5,5,"Germany"
4,1,4,3,45,1,6,8,"United Kingdom"
6,1,5,1,29,0,3,3,"United Kingdom"
10,0,3,5,31,1,6,7,"United Kingdom"
0,0,4,-2,29,0,6,4,"United Kingdom"
10,1,5,0,35,1,2,1,"Germany"
2,1,4,1,28,0,6,2,"United Kingdom"
3,1,5,10,24,1,2,1,"United Kingdom"
1,1,5,3,29,1,6,9,"United Kingdom"
0,1,7,0,23,1,4,1,"United Kingdom"
2,1,6,2,29,1,6,8,"United Kingdom"
5,1,5,1,27,1,4,4,"United Kingdom"
10,1,8,-1,29,1,7,10,"United Kingdom"
5,1,7,2,28,0,7,9,"United Kingdom"
7,1,8,8,51,1,2,1,"Spain"
10,1,5,0,23,0,6,2,"United Kingdom"
7,1,5,6,21,1,6,2,"United Kingdom"
6,1,8,1,25,1,6,8,"United Kingdom"
7,1,5,5,22,1,6,1,"United Kingdom"
2,0,2,10,22,1,6,2,"United Kingdom"
0,1,8,3,29,1,2,4,"United Kingdom"
3,1,7,1,28,1,4,7,"United Kingdom"
7,1,5,5,25,0,4,4,"United Kingdom"
9,1,7,4,26,0,6,1,"United Kingdom"
0,1,8,1,28,1,6,5,"United Kingdom"
4,1,8,-2,26,1,6,6,"United Kingdom"
3,1,5,5,46,1,4,4,"Spain"
4,1,5,0,28,0,1,2,"United Kingdom"
0,1,4,0,27,0,3,1,"United Kingdom"
0,1,10,2,25,1,2,1,"United Kingdom"
10,1,8,5,28,1,3,2,"United Kingdom"
3,1,5,0,24,0,3,5,"Germany"
4,1,9,0,26,0,3,4,"United Kingdom"
0,1,10,0,27,0,5,9,"United Kingdom"
2,1,6,3,26,0,6,8,"United Kingdom"
5,1,6,1,27,1,6,2,"United Kingdom"
0,1,6,3,23,0,2,3,"United Kingdom"
5,1,10,0,28,1,7,8,"United Kingdom"
9,1,3,3,27,1,6,4,"United Kingdom"
10,1,3,7,47,0,7,7,"Spain"
6,1,5,7,28,1,7,5,"United Kingdom"
3,1,5,4,22,0,2,5,"United Kingdom"
1,1,5,-2,27,1,4,7,"United Kingdom"
7,1,0,5,28,1,6,8,"United Kingdom"
8,1,5,8,22,1,5,1,"United Kingdom"
1,1,9,-1,23,0,2,1,"United Kingdom"
2,1,5,-4,22,0,5,3,"United Kingdom"
3,1,7,0,28,0,7,4,"United Kingdom"
4,1,5,-2,25,0,2,2,"United Kingdom"
3,1,8,1,23,0,7,3,"United Kingdom"
4,1,7,2,29,0,7,6,"United Kingdom"
4,1,5,3,29,0,4,2,"United Kingdom"
4,1,5,4,23,1,5,6,"United Kingdom"
3,0,5,1,20,0,4,1,"United Kingdom"
0,1,5,0,22,1,4,8,"United Kingdom"
6,0,7,3,24,1,6,1,"United Kingdom"
6,1,4,6,19,1,3,9,"United Kingdom"
10,1,8,1,27,0,5,8,"United Kingdom"
8,1,2,5,22,1,6,10,"United Kingdom"
7,1,5,5,21,0,6,8,"United Kingdom"
1,1,5,8,19,0,4,2,"United Kingdom"
3,1,10,3,28,0,2,5,"United Kingdom"
0,1,0,10,49,1,5,1,"Spain"
10,1,8,4,24,1,7,10,"United Kingdom"
0,1,7,8,33,0,3,3,"Germany"
7,1,5,2,19,1,3,2,"United Kingdom"
4,1,5,0,36,0,4,5,"United Kingdom"
4,1,10,-5,39,0,4,2,"United Kingdom"
10,1,1,0,23,1,7,10,"United Kingdom"
5,1,8,-1,19,0,4,9,"United Kingdom"
10,1,2,9,24,1,6,2,"United Kingdom"
6,1,4,7,19,0,4,6,"United Kingdom"
0,1,10,0,32,0,5,1,"United Kingdom"
3,1,3,3,23,1,7,3,"United Kingdom"
2,1,3,11,29,1,7,9,"United Kingdom"
7,1,5,8,27,1,4,8,"United Kingdom"
0,1,3,0,30,0,4,2,"United Kingdom"
0,1,5,0,23,0,6,1,"United Kingdom"
4,1,3,10,29,1,7,5,"United Kingdom"
4,1,5,10,28,0,4,8,"United Kingdom"
4,1,4,4,24,1,6,4,"United Kingdom"
7,1,7,0,27,1,4,1,"United Kingdom"
0,1,5,-2,28,0,6,8,"United Kingdom"
3,0,4,-2,26,1,6,1,"United Kingdom"
10,1,5,-1,23,1,5,2,"United Kingdom"
6,1,8,0,32,0,4,8,"United Kingdom"
4,1,5,0,23,1,3,4,"United Kingdom"
4,1,5,6,26,1,3,1,"United Kingdom"
2,1,10,1,24,1,5,1,"United Kingdom"
3,1,5,4,27,1,2,5,"United Kingdom"
10,1,4,0,26,1,6,10,"United Kingdom"
1,1,4,3,22,1,3,6,"United Kingdom"
5,1,9,1,28,1,5,1,"United Kingdom"
3,1,6,0,26,0,4,3,"United Kingdom"
5,1,2,4,25,0,6,4,"United Kingdom"
0,0,5,0,24,0,4,4,"United Kingdom"
5,1,5,6,28,1,4,7,"United Kingdom"
5,1,3,1,27,0,3,2,"United Kingdom"
6,0,7,7,29,1,4,3,"United Kingdom"
7,1,5,1,30,0,5,8,"United Kingdom"
8,1,0,11,23,0,2,1,"United Kingdom"
9,1,5,-2,20,1,3,1,"United Kingdom"
3,1,4,0,27,1,4,8,"United Kingdom"
3,1,5,-3,21,1,4,7,"United Kingdom"
5,1,5,5,19,0,4,9,"United Kingdom"
2,1,5,8,29,1,3,9,"United Kingdom"
3,1,5,-1,24,0,4,6,"United Kingdom"
9,0,4,11,26,1,4,4,"United Kingdom"
0,1,1,3,26,0,2,3,"United Kingdom"
0,0,5,1,26,0,7,2,"United Kingdom"
4,1,5,0,28,1,2,1,"United Kingdom"
0,1,5,0,29,1,6,9,"United Kingdom"
9,1,2,6,20,0,4,1,"United Kingdom"
7,1,6,10,25,0,3,1,"United Kingdom"
10,1,3,4,26,1,6,4,"United Kingdom"
0,1,5,6,29,1,3,5,"United Kingdom"
9,1,5,1,24,0,6,3,"United Kingdom"
8,1,4,4,19,1,4,10,"United Kingdom"
4,1,5,3,23,1,4,6,"United Kingdom"
4,1,0,-1,21,1,4,1,"United Kingdom"
1,1,6,-5,28,0,6,9,"United Kingdom"
9,1,5,9,18,0,4,10,"United Kingdom"
5,1,1,1,26,0,4,3,"United Kingdom"
6,1,4,4,26,0,6,2,"United Kingdom"
5,1,4,0,25,0,3,6,"United Kingdom"
2,1,4,2,23,1,6,2,"United Kingdom"
8,1,3,-2,27,1,6,6,"United Kingdom"
7,1,5,5,21,1,3,7,"United Kingdom"
5,1,3,7,23,0,6,3,"United Kingdom"
7,1,4,3,25,1,7,6,"United Kingdom"
4,1,7,7,38,1,3,1,"Germany"
5,1,8,-2,24,0,4,5,"United Kingdom"
9,1,2,10,25,1,6,3,"United Kingdom"
0,1,5,0,20,0,2,10,"United Kingdom"
4,1,5,3,24,1,4,6,"United Kingdom"
2,1,2,-3,24,1,6,4,"United Kingdom"
4,1,3,7,28,0,6,5,"United Kingdom"
5,1,7,3,27,1,4,1,"United Kingdom"
2,1,5,0,29,1,2,6,"United Kingdom"
3,1,8,7,26,1,7,9,"United Kingdom"
10,0,8,2,25,0,3,7,"United Kingdom"
6,1,5,0,22,0,6,4,"United Kingdom"
4,1,4,7,27,1,1,4,"United Kingdom"
5,1,5,6,29,0,3,3,"United Kingdom"
5,1,8,0,41,0,5,6,"United Kingdom"
6,1,5,6,29,1,6,1,"United Kingdom"
2,1,8,5,25,0,5,7,"United Kingdom"
